id,plan,age,gender,is_smoker,is_waiver,price
735,anugerah,42,female,No,Yes,106
736,anugerah,42,female,Yes,Yes,110
737,anugerah,43,male,No,No,76
738,anugerah,43,male,Yes,No,80
739,anugerah,43,female,No,No,74
740,anugerah,43,female,Yes,No,78
741,anugerah,43,male,No,Yes,117
742,anugerah,43,male,Yes,Yes,121
743,anugerah,43,female,No,Yes,114
744,anugerah,43,female,Yes,Yes,119
745,anugerah,44,male,No,No,85
746,anugerah,44,male,Yes,No,89
747,anugerah,44,female,No,No,83
748,anugerah,44,female,Yes,No,87
749,anugerah,44,male,No,Yes,127
750,anugerah,44,male,Yes,Yes,131
751,anugerah,44,female,No,Yes,124
752,anugerah,44,female,Yes,Yes,129
753,anugerah,45,male,No,No,95
754,anugerah,45,male,Yes,No,100
755,anugerah,45,female,No,No,93
756,anugerah,45,female,Yes,No,98
757,anugerah,45,male,No,Yes,138
758,anugerah,45,male,Yes,Yes,143
759,anugerah,45,female,No,Yes,135
760,anugerah,45,female,Yes,Yes,141
761,anugerah,46,male,No,No,106
762,anugerah,46,male,Yes,No,111
763,anugerah,46,female,No,No,104
764,anugerah,46,female,Yes,No,109
765,anugerah,46,male,No,Yes,150
766,anugerah,46,male,Yes,Yes,155
767,anugerah,46,female,No,Yes,147
768,anugerah,46,female,Yes,Yes,153
769,anugerah,47,male,No,No,117
770,anugerah,47,male,Yes,No,122
771,anugerah,47,female,No,No,115
772,anugerah,47,female,Yes,No,120
773,anugerah,47,male,No,Yes,162
774,anugerah,47,male,Yes,Yes,167
775,anugerah,47,female,No,Yes,160
776,anugerah,47,female,Yes,Yes,165
777,anugerah,48,male,No,No,129
778,anugerah,48,male,Yes,No,134
779,anugerah,48,female,No,No,127
780,anugerah,48,female,Yes,No,132
781,anugerah,48,male,No,Yes,175
782,anugerah,48,male,Yes,Yes,180
783,anugerah,48,female,No,Yes,173
784,anugerah,48,female,Yes,Yes,178
785,anugerah,49,male,No,No,142
786,anugerah,49,male,Yes,No,148
787,anugerah,49,female,No,No,140
788,anugerah,49,female,Yes,No,146
789,anugerah,49,male,No,Yes,189
790,anugerah,49,male,Yes,Yes,196
791,anugerah,49,female,No,Yes,187
792,anugerah,49,female,Yes,Yes,194
793,anugerah,50,male,No,No,156
794,anugerah,50,male,Yes,No,162
795,anugerah,50,female,No,No,154
796,anugerah,50,female,Yes,No,160
797,anugerah,50,male,No,Yes,205
798,anugerah,50,male,Yes,Yes,211
799,anugerah,50,female,No,Yes,202
800,anugerah,50,female,Yes,Yes,209
